時間軸コード,西暦（暦年）,和暦（暦年）,地域コード,地域,性別,項目,数値,単位
1990000202,1990年,平成2年,26365,相楽郡和束町,全体,農家人口,3393 ,人
1990000202,1990年,平成2年,26365,相楽郡和束町,男,農家人口,1663 ,人
1990000202,1990年,平成2年,26365,相楽郡和束町,女,農家人口,1730 ,人
1990000202,1990年,平成2年,26365,相楽郡和束町,全体,16歳以上総数,2778 ,人
1990000202,1990年,平成2年,26365,相楽郡和束町,全体,自営農業だけに従事,1035 ,人
1990000202,1990年,平成2年,26365,相楽郡和束町,全体,自営農業を主にその他の仕事に従事,292 ,人
1990000202,1990年,平成2年,26365,相楽郡和束町,全体,その他の仕事を主に自営農業に従事,583 ,人
1990000202,1990年,平成2年,26365,相楽郡和束町,全体,その他の仕事だけに従事,297 ,人
1990000202,1990年,平成2年,26365,相楽郡和束町,全体,仕事に従事しなかった,571 ,人
1990000202,1990年,平成2年,26365,相楽郡和束町,全体,農業就業人口,1327 ,人
1990000202,1990年,平成2年,26366,相楽郡精華町,全体,農家人口,4272 ,人
1990000202,1990年,平成2年,26366,相楽郡精華町,男,農家人口,2049 ,人
1990000202,1990年,平成2年,26366,相楽郡精華町,女,農家人口,2223 ,人
1990000202,1990年,平成2年,26366,相楽郡精華町,全体,16歳以上総数,3577 ,人
1990000202,1990年,平成2年,26366,相楽郡精華町,全体,自営農業だけに従事,1155 ,人
1990000202,1990年,平成2年,26366,相楽郡精華町,全体,自営農業を主にその他の仕事に従事,37 ,人
1990000202,1990年,平成2年,26366,相楽郡精華町,全体,その他の仕事を主に自営農業に従事,1216 ,人
1990000202,1990年,平成2年,26366,相楽郡精華町,全体,その他の仕事だけに従事,389 ,人
1990000202,1990年,平成2年,26366,相楽郡精華町,全体,仕事に従事しなかった,780 ,人
1990000202,1990年,平成2年,26366,相楽郡精華町,全体,農業就業人口,1192 ,人
1990000202,1990年,平成2年,26367,相楽郡南山城村,全体,農家人口,1912 ,人
1990000202,1990年,平成2年,26367,相楽郡南山城村,男,農家人口,923 ,人
1990000202,1990年,平成2年,26367,相楽郡南山城村,女,農家人口,989 ,人
1990000202,1990年,平成2年,26367,相楽郡南山城村,全体,16歳以上総数,1580 ,人
1990000202,1990年,平成2年,26367,相楽郡南山城村,全体,自営農業だけに従事,694 ,人
1990000202,1990年,平成2年,26367,相楽郡南山城村,全体,自営農業を主にその他の仕事に従事,143 ,人
1990000202,1990年,平成2年,26367,相楽郡南山城村,全体,その他の仕事を主に自営農業に従事,337 ,人
1990000202,1990年,平成2年,26367,相楽郡南山城村,全体,その他の仕事だけに従事,152 ,人
1990000202,1990年,平成2年,26367,相楽郡南山城村,全体,仕事に従事しなかった,254 ,人
1990000202,1990年,平成2年,26367,相楽郡南山城村,全体,農業就業人口,837 ,人
1990000202,1990年,平成2年,26381,北桑田郡京北町,全体,農家人口,4451 ,人
1990000202,1990年,平成2年,26381,北桑田郡京北町,男,農家人口,2178 ,人
1990000202,1990年,平成2年,26381,北桑田郡京北町,女,農家人口,2273 ,人
1990000202,1990年,平成2年,26381,北桑田郡京北町,全体,16歳以上総数,3683 ,人
1990000202,1990年,平成2年,26381,北桑田郡京北町,全体,自営農業だけに従事,1041 ,人
1990000202,1990年,平成2年,26381,北桑田郡京北町,全体,自営農業を主にその他の仕事に従事,91 ,人
1990000202,1990年,平成2年,26381,北桑田郡京北町,全体,その他の仕事を主に自営農業に従事,1648 ,人
1990000202,1990年,平成2年,26381,北桑田郡京北町,全体,その他の仕事だけに従事,254 ,人
1990000202,1990年,平成2年,26381,北桑田郡京北町,全体,仕事に従事しなかった,649 ,人
1990000202,1990年,平成2年,26381,北桑田郡京北町,全体,農業就業人口,1132 ,人
1990000202,1990年,平成2年,26382,北桑田郡美山町,全体,農家人口,3551 ,人
1990000202,1990年,平成2年,26382,北桑田郡美山町,男,農家人口,1676 ,人
1990000202,1990年,平成2年,26382,北桑田郡美山町,女,農家人口,1875 ,人
1990000202,1990年,平成2年,26382,北桑田郡美山町,全体,16歳以上総数,2922 ,人
1990000202,1990年,平成2年,26382,北桑田郡美山町,全体,自営農業だけに従事,865 ,人
1990000202,1990年,平成2年,26382,北桑田郡美山町,全体,自営農業を主にその他の仕事に従事,84 ,人
1990000202,1990年,平成2年,26382,北桑田郡美山町,全体,その他の仕事を主に自営農業に従事,1499 ,人
1990000202,1990年,平成2年,26382,北桑田郡美山町,全体,その他の仕事だけに従事,109 ,人
1990000202,1990年,平成2年,26382,北桑田郡美山町,全体,仕事に従事しなかった,365 ,人
1990000202,1990年,平成2年,26382,北桑田郡美山町,全体,農業就業人口,949 ,人
1990000202,1990年,平成2年,26401,船井郡園部町,全体,農家人口,6130 ,人
1990000202,1990年,平成2年,26401,船井郡園部町,男,農家人口,2925 ,人
1990000202,1990年,平成2年,26401,船井郡園部町,女,農家人口,3205 ,人
1990000202,1990年,平成2年,26401,船井郡園部町,全体,16歳以上総数,4971 ,人
1990000202,1990年,平成2年,26401,船井郡園部町,全体,自営農業だけに従事,1605 ,人
1990000202,1990年,平成2年,26401,船井郡園部町,全体,自営農業を主にその他の仕事に従事,146 ,人
1990000202,1990年,平成2年,26401,船井郡園部町,全体,その他の仕事を主に自営農業に従事,1903 ,人
1990000202,1990年,平成2年,26401,船井郡園部町,全体,その他の仕事だけに従事,412 ,人
1990000202,1990年,平成2年,26401,船井郡園部町,全体,仕事に従事しなかった,905 ,人
1990000202,1990年,平成2年,26401,船井郡園部町,全体,農業就業人口,1751 ,人
1990000202,1990年,平成2年,26402,船井郡八木町,全体,農家人口,5140 ,人
1990000202,1990年,平成2年,26402,船井郡八木町,男,農家人口,2450 ,人
1990000202,1990年,平成2年,26402,船井郡八木町,女,農家人口,2690 ,人
1990000202,1990年,平成2年,26402,船井郡八木町,全体,16歳以上総数,4244 ,人
1990000202,1990年,平成2年,26402,船井郡八木町,全体,自営農業だけに従事,1448 ,人
1990000202,1990年,平成2年,26402,船井郡八木町,全体,自営農業を主にその他の仕事に従事,127 ,人
1990000202,1990年,平成2年,26402,船井郡八木町,全体,その他の仕事を主に自営農業に従事,1648 ,人
1990000202,1990年,平成2年,26402,船井郡八木町,全体,その他の仕事だけに従事,322 ,人
1990000202,1990年,平成2年,26402,船井郡八木町,全体,仕事に従事しなかった,699 ,人
1990000202,1990年,平成2年,26402,船井郡八木町,全体,農業就業人口,1575 ,人
1990000202,1990年,平成2年,26403,船井郡丹波町,全体,農家人口,4261 ,人
1990000202,1990年,平成2年,26403,船井郡丹波町,男,農家人口,2024 ,人
1990000202,1990年,平成2年,26403,船井郡丹波町,女,農家人口,2237 ,人
1990000202,1990年,平成2年,26403,船井郡丹波町,全体,16歳以上総数,3460 ,人
1990000202,1990年,平成2年,26403,船井郡丹波町,全体,自営農業だけに従事,1087 ,人
1990000202,1990年,平成2年,26403,船井郡丹波町,全体,自営農業を主にその他の仕事に従事,102 ,人
1990000202,1990年,平成2年,26403,船井郡丹波町,全体,その他の仕事を主に自営農業に従事,1344 ,人
1990000202,1990年,平成2年,26403,船井郡丹波町,全体,その他の仕事だけに従事,353 ,人
1990000202,1990年,平成2年,26403,船井郡丹波町,全体,仕事に従事しなかった,574 ,人
1990000202,1990年,平成2年,26403,船井郡丹波町,全体,農業就業人口,1189 ,人
1990000202,1990年,平成2年,26404,船井郡日吉町,全体,農家人口,3228 ,人
1990000202,1990年,平成2年,26404,船井郡日吉町,男,農家人口,1546 ,人
1990000202,1990年,平成2年,26404,船井郡日吉町,女,農家人口,1682 ,人
1990000202,1990年,平成2年,26404,船井郡日吉町,全体,16歳以上総数,2708 ,人
1990000202,1990年,平成2年,26404,船井郡日吉町,全体,自営農業だけに従事,850 ,人
1990000202,1990年,平成2年,26404,船井郡日吉町,全体,自営農業を主にその他の仕事に従事,61 ,人
1990000202,1990年,平成2年,26404,船井郡日吉町,全体,その他の仕事を主に自営農業に従事,1064 ,人
1990000202,1990年,平成2年,26404,船井郡日吉町,全体,その他の仕事だけに従事,259 ,人
1990000202,1990年,平成2年,26404,船井郡日吉町,全体,仕事に従事しなかった,474 ,人
1990000202,1990年,平成2年,26404,船井郡日吉町,全体,農業就業人口,911 ,人
1990000202,1990年,平成2年,26405,船井郡瑞穂町,全体,農家人口,3927 ,人
1990000202,1990年,平成2年,26405,船井郡瑞穂町,男,農家人口,1909 ,人
1990000202,1990年,平成2年,26405,船井郡瑞穂町,女,農家人口,2018 ,人
1990000202,1990年,平成2年,26405,船井郡瑞穂町,全体,16歳以上総数,3193 ,人
1990000202,1990年,平成2年,26405,船井郡瑞穂町,全体,自営農業だけに従事,877 ,人
1990000202,1990年,平成2年,26405,船井郡瑞穂町,全体,自営農業を主にその他の仕事に従事,62 ,人
1990000202,1990年,平成2年,26405,船井郡瑞穂町,全体,その他の仕事を主に自営農業に従事,1449 ,人
1990000202,1990年,平成2年,26405,船井郡瑞穂町,全体,その他の仕事だけに従事,280 ,人
1990000202,1990年,平成2年,26405,船井郡瑞穂町,全体,仕事に従事しなかった,525 ,人
1990000202,1990年,平成2年,26405,船井郡瑞穂町,全体,農業就業人口,939 ,人
1990000202,1990年,平成2年,26406,船井郡和知町,全体,農家人口,2833 ,人
1990000202,1990年,平成2年,26406,船井郡和知町,男,農家人口,1321 ,人
1990000202,1990年,平成2年,26406,船井郡和知町,女,農家人口,1512 ,人
1990000202,1990年,平成2年,26406,船井郡和知町,全体,16歳以上総数,2431 ,人
1990000202,1990年,平成2年,26406,船井郡和知町,全体,自営農業だけに従事,761 ,人
1990000202,1990年,平成2年,26406,船井郡和知町,全体,自営農業を主にその他の仕事に従事,47 ,人
1990000202,1990年,平成2年,26406,船井郡和知町,全体,その他の仕事を主に自営農業に従事,1020 ,人
1990000202,1990年,平成2年,26406,船井郡和知町,全体,その他の仕事だけに従事,185 ,人
1990000202,1990年,平成2年,26406,船井郡和知町,全体,仕事に従事しなかった,418 ,人
1990000202,1990年,平成2年,26406,船井郡和知町,全体,農業就業人口,808 ,人
1990000202,1990年,平成2年,26421,天田郡三和町,全体,農家人口,3313 ,人
1990000202,1990年,平成2年,26421,天田郡三和町,男,農家人口,1586 ,人
1990000202,1990年,平成2年,26421,天田郡三和町,女,農家人口,1727 ,人
1990000202,1990年,平成2年,26421,天田郡三和町,全体,16歳以上総数,2782 ,人
1990000202,1990年,平成2年,26421,天田郡三和町,全体,自営農業だけに従事,949 ,人
1990000202,1990年,平成2年,26421,天田郡三和町,全体,自営農業を主にその他の仕事に従事,110 ,人
1990000202,1990年,平成2年,26421,天田郡三和町,全体,その他の仕事を主に自営農業に従事,1153 ,人
1990000202,1990年,平成2年,26421,天田郡三和町,全体,その他の仕事だけに従事,207 ,人
1990000202,1990年,平成2年,26421,天田郡三和町,全体,仕事に従事しなかった,363 ,人
1990000202,1990年,平成2年,26421,天田郡三和町,全体,農業就業人口,1059 ,人
1990000202,1990年,平成2年,26422,天田郡夜久野町,全体,農家人口,3591 ,人
1990000202,1990年,平成2年,26422,天田郡夜久野町,男,農家人口,1768 ,人
1990000202,1990年,平成2年,26422,天田郡夜久野町,女,農家人口,1823 ,人
1990000202,1990年,平成2年,26422,天田郡夜久野町,全体,16歳以上総数,2997 ,人
1990000202,1990年,平成2年,26422,天田郡夜久野町,全体,自営農業だけに従事,998 ,人
1990000202,1990年,平成2年,26422,天田郡夜久野町,全体,自営農業を主にその他の仕事に従事,79 ,人
1990000202,1990年,平成2年,26422,天田郡夜久野町,全体,その他の仕事を主に自営農業に従事,1293 ,人
1990000202,1990年,平成2年,26422,天田郡夜久野町,全体,その他の仕事だけに従事,217 ,人
1990000202,1990年,平成2年,26422,天田郡夜久野町,全体,仕事に従事しなかった,410 ,人
1990000202,1990年,平成2年,26422,天田郡夜久野町,全体,農業就業人口,1077 ,人
1990000202,1990年,平成2年,26441,加佐郡大江町,全体,農家人口,3446 ,人
1990000202,1990年,平成2年,26441,加佐郡大江町,男,農家人口,1670 ,人
1990000202,1990年,平成2年,26441,加佐郡大江町,女,農家人口,1776 ,人
1990000202,1990年,平成2年,26441,加佐郡大江町,全体,16歳以上総数,2928 ,人
1990000202,1990年,平成2年,26441,加佐郡大江町,全体,自営農業だけに従事,1103 ,人
1990000202,1990年,平成2年,26441,加佐郡大江町,全体,自営農業を主にその他の仕事に従事,97 ,人
1990000202,1990年,平成2年,26441,加佐郡大江町,全体,その他の仕事を主に自営農業に従事,1198 ,人
1990000202,1990年,平成2年,26441,加佐郡大江町,全体,その他の仕事だけに従事,185 ,人
1990000202,1990年,平成2年,26441,加佐郡大江町,全体,仕事に従事しなかった,345 ,人
1990000202,1990年,平成2年,26441,加佐郡大江町,全体,農業就業人口,1200 ,人
1990000202,1990年,平成2年,26461,与謝郡加悦町,全体,農家人口,2793 ,人
1990000202,1990年,平成2年,26461,与謝郡加悦町,男,農家人口,1376 ,人
1990000202,1990年,平成2年,26461,与謝郡加悦町,女,農家人口,1417 ,人
1990000202,1990年,平成2年,26461,与謝郡加悦町,全体,16歳以上総数,2263 ,人
1990000202,1990年,平成2年,26461,与謝郡加悦町,全体,自営農業だけに従事,489 ,人
